case_id,painting_id,painting_index,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,global_seed,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,width,height,content_x_min,content_y_min,content_x_max,content_y_max,content_area_pixels,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,clean_path,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,clean_sha256,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes,generator_name,generator_version,generated_at_utc,generation_action,status,issue,source,title,artist,category
p026__blur__moderate,p026,2,blur,moderate,2,False,blur,1,20260707,3976319157,3766974652,[3144909421],"[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 2568544946, ""seed"": 3144909421}]",768,768,0,119,768,648,406272,209856,172260,42.40016540642722,29.205322265625,130.1108324625566,245,0,214,568,648,273.6002089864159,438.70227562986184,160886,27.27695041232639,0,160886,2.644912066686998,51,data/processed/clean/p026_clean.png,p026__blur__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__blur__moderate_effect_mask.png,p026__blur__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__blur__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,f457a33be2ba7bf9543e61217fc55f3110532834d753852400676c5b89349b76,94b008cc5a53103b294ff6672d74f12ca567dce7b531c5ef7676fda6b62e215f,34013,708277,synthetic_degradation,1.0.0,2026-07-23T20:46:09.899036+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__blur__severe,p026,2,blur,severe,3,False,blur,1,20260707,1917028383,1064923832,[1676164744],"[{""blur_radius"": 5.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.95, ""operator_seed"": 518655021, ""seed"": 1676164744}]",768,768,0,119,768,648,406272,354149,297055,73.11727118777567,50.36332872178819,123.83024019121038,204,0,119,768,595,389.948716567639,363.85777381293025,282533,47.90123833550347,0,282533,3.0046336429017164,86,data/processed/clean/p026_clean.png,p026__blur__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__blur__severe_effect_mask.png,p026__blur__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__blur__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,9927598e1ea9af8ad55e1528f88a490b398ecef73ee0097ea08c131f4ebfd610,bc1f8a84fbeaed109936aa909b9720c3387845ea9a74faeac3be31dab4c34a48,38497,658364,synthetic_degradation,1.0.0,2026-07-23T20:46:10.453695+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__dirt_dust__mild,p026,2,dirt_dust,mild,1,False,dirt_dust,1,20260707,3581536163,3792645338,[3501878488],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.05, ""operator_seed"": 1342569658, ""particle_count_estimate"": 1316, ""particle_density"": 0.0002, ""particle_opacity"": 0.24, ""particle_radius_max"": 3, ""particle_radius_min"": 1, ""seed"": 3501878488}]",768,768,0,119,768,648,406272,62264,30112,7.411783238815375,5.105251736111111,46.58807120085016,253,0,119,731,646,383.40462274176406,267.15601753453774,2194,0.3719753689236111,0,2194,0.015771553385583965,2,data/processed/clean/p026_clean.png,p026__dirt_dust__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__mild_effect_mask.png,p026__dirt_dust__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,46a224c0b818a05d7b6156bead126f1da5e5f14be02b1f75d14ff8eae3317f2a,36e4f7d6cdddbe99cee7e0e4351c0696e2941837eaab25749424a42431204ece,11689,758087,synthetic_degradation,1.0.0,2026-07-23T20:46:14.804404+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__dirt_dust__moderate,p026,2,dirt_dust,moderate,2,False,dirt_dust,1,20260707,3337566016,1641000077,[517568660],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 3336526126, ""particle_count_estimate"": 5151, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 517568660}]",768,768,0,119,768,648,406272,132263,80325,19.77123700378072,13.61846923828125,49.76351073762839,254,0,119,751,648,260.3650046685341,494.4177155306567,13972,2.3688422309027777,0,13972,0.11000052924854267,5,data/processed/clean/p026_clean.png,p026__dirt_dust__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__moderate_effect_mask.png,p026__dirt_dust__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,092854c633573351d7acd57dfc9e018ac3b3c58e5dfad7b905523f49e7ae6459,51328f6e141e5c571696e08ea1bcf5327468d53ddc36c2e669a6639d4e38423a,21507,758067,synthetic_degradation,1.0.0,2026-07-23T20:46:15.222535+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__dirt_dust__severe,p026,2,dirt_dust,severe,3,False,dirt_dust,1,20260707,451306456,762622973,[3058729824],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.16, ""operator_seed"": 3750638118, ""particle_count_estimate"": 15909, ""particle_density"": 0.0008, ""particle_opacity"": 0.5, ""particle_radius_max"": 7, ""particle_radius_min"": 1, ""seed"": 3058729824}]",768,768,0,119,768,648,406272,181234,99217,24.421323645242595,16.821458604600693,61.29277240795428,254,0,119,768,648,252.12142072427105,331.39842970458693,55310,9.377373589409723,0,55310,0.4650323154963565,12,data/processed/clean/p026_clean.png,p026__dirt_dust__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__severe_effect_mask.png,p026__dirt_dust__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,81b706a9d995194a184536e0585742e41b96065b04e9321cd7a56a71ea5ed588,54e51cbf4fd479a17a9669126276dd27cf70ef085ef5255e53e67d5aee24b58a,29895,757608,synthetic_degradation,1.0.0,2026-07-23T20:46:15.654117+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__discolouration__mild,p026,2,discolouration,mild,1,False,discolouration,1,20260707,2936498321,1439542657,[1315170339],"[{""channel_scale_b"": 0.94, ""channel_scale_g"": 0.99, ""channel_scale_r"": 1.04, ""degradation_type"": ""discolouration"", ""operator_seed"": 569041243, ""seed"": 1315170339}]",768,768,0,119,768,648,406272,98442,66734,16.425941241335853,11.314222547743055,103.96055983456709,235,325,298,749,642,544.7720202595378,461.9146312224653,61125,10.363260904947918,0,61125,1.2178677122908244,10,data/processed/clean/p026_clean.png,p026__discolouration__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__discolouration__mild_effect_mask.png,p026__discolouration__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__discolouration__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,8e8ae91196422df118bdb4f283e4eb592532899160935f4d5a81891385831588,5ee802f7fc46dd219228c24b78ca499fcf069619e3c83d8bd379c714dbe9f33f,19617,758097,synthetic_degradation,1.0.0,2026-07-23T20:46:13.522646+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__discolouration__moderate,p026,2,discolouration,moderate,2,False,discolouration,1,20260707,4258366015,659689271,[2688770191],"[{""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 578361656, ""seed"": 2688770191}]",768,768,0,119,768,648,406272,286088,230128,56.64382482671708,39.016384548611114,109.7727004102065,238,40,129,768,648,396.23038482931236,363.05428283390114,238225,40.38916693793403,0,238225,3.0221050865467967,22,data/processed/clean/p026_clean.png,p026__discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__discolouration__moderate_effect_mask.png,p026__discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__discolouration__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,2e35c373783db45237deaa75cdf4d4de2b2ba2ebe7c5adb77a1991a62512d1ad,bf73e9ae36c87cc229ac3354c8030e9451180f788d2098b238e3a3cfa58a3c42,43268,757122,synthetic_degradation,1.0.0,2026-07-23T20:46:13.957787+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__discolouration__severe,p026,2,discolouration,severe,3,False,discolouration,1,20260707,3964958495,144677923,[793903389],"[{""channel_scale_b"": 0.76, ""channel_scale_g"": 0.94, ""channel_scale_r"": 1.15, ""degradation_type"": ""discolouration"", ""operator_seed"": 2517817232, ""seed"": 793903389}]",768,768,0,119,768,648,406272,327158,275342,67.77282214870826,46.68206108940972,137.61686193897043,231,85,119,750,648,424.8219850222632,380.58491258144414,292726,49.62938096788194,0,292726,7.4588690072279045,39,data/processed/clean/p026_clean.png,p026__discolouration__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__discolouration__severe_effect_mask.png,p026__discolouration__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__discolouration__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,53391db1e1b061594b5cc13e726dabb5138d8ec672ad2cfa9c95ab03aec1f9e4,7fa15575e3b7cf248a8924de793d0c6b5cfda2bff037853ccc7dd66f959e7eec,42295,755630,synthetic_degradation,1.0.0,2026-07-23T20:46:14.397113+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__fading__mild,p026,2,fading,mild,1,False,fading,1,20260707,2047527462,2827270767,[2032902967],"[{""brightness_factor"": 1.03, ""contrast_factor"": 0.94, ""degradation_type"": ""fading"", ""operator_seed"": 2628647467, ""saturation_factor"": 0.82, ""seed"": 2032902967}]",768,768,0,119,768,648,406272,73214,49787,12.254597904851922,8.440992567274305,93.10536887139213,228,0,299,673,648,363.6075280695764,462.1726755980477,42690,7.237752278645833,0,42690,0.9993125176423453,8,data/processed/clean/p026_clean.png,p026__fading__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__fading__mild_effect_mask.png,p026__fading__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__fading__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,77ebaf79356fc5d8755a823f3515bc42aad787f8219429f0dc65def02f0b15e9,aa87e5dc9bbc2403b573adf3e5f7cf3c1ecd6322398f39666698da140657c4ae,15219,757661,synthetic_degradation,1.0.0,2026-07-23T20:46:12.208737+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__fading__moderate,p026,2,fading,moderate,2,False,fading,1,20260707,102008607,2878519652,[134882131],"[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 3028150679, ""saturation_factor"": 0.62, ""seed"": 134882131}]",768,768,0,119,768,648,406272,181477,138526,34.09686121613107,23.48598904079861,117.95437679569179,219,81,119,527,556,306.5646232476214,350.69618699738675,138309,23.449198404947914,0,138309,3.097645064296486,29,data/processed/clean/p026_clean.png,p026__fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__fading__moderate_effect_mask.png,p026__fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__fading__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,7f75d46c12b165be8e87b08cc52cfdb2b706b18fe93520277295457b8698bfd7,3c8aa97c14e62f65ea874317525538d1f99ac110911430de888fdc9b8f96b035,29839,754179,synthetic_degradation,1.0.0,2026-07-23T20:46:12.635502+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__fading__severe,p026,2,fading,severe,3,False,fading,1,20260707,176427618,1312562923,[216199251],"[{""brightness_factor"": 1.12, ""contrast_factor"": 0.76, ""degradation_type"": ""fading"", ""operator_seed"": 3240187700, ""saturation_factor"": 0.42, ""seed"": 216199251}]",768,768,0,119,768,648,406272,329332,273010,67.19882246376811,46.28668891059028,116.3651917512179,208,21,131,768,648,391.8827185817369,402.28776601589686,291439,49.41118028428819,0,291439,5.377936752780376,42,data/processed/clean/p026_clean.png,p026__fading__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__fading__severe_effect_mask.png,p026__fading__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__fading__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,26d774884714e9101d3d4fcc9e836160df5ebc5f71cfb7f36bb5e5d0d5febdbb,6ed9daccebe29b9305f7f2d3cde755312ac8be095ea6eb3b0a952c52925fb95e,43887,744359,synthetic_degradation,1.0.0,2026-07-23T20:46:13.119460+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__partial_transparency__mild,p026,2,partial_transparency,mild,1,False,partial_transparency,1,20260707,2325456296,1090226830,[516954580],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 813903442, ""seed"": 516954580, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.12}]",768,768,0,119,768,648,406272,78860,55019,13.54240508821676,9.32803683810764,95.97544484632581,222,316,186,616,480,463.9134480815718,330.17682982242496,55572,9.421793619791668,0,55572,1.8727787640544424,12,data/processed/clean/p026_clean.png,p026__partial_transparency__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__mild_effect_mask.png,p026__partial_transparency__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,542b721fb78272f42bebdce09a7efc89833a7c91e2e0aa0b44d1e610c9851609,c29aba3e2228cd5c8932adbc13039a84ec0b6a2675efa4b03cfc28d22692b207,16872,756890,synthetic_degradation,1.0.0,2026-07-23T20:46:16.023108+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__partial_transparency__moderate,p026,2,partial_transparency,moderate,2,False,partial_transparency,1,20260707,4129587288,409886562,[969682064],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 2568462920, ""seed"": 969682064, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.24}]",768,768,0,119,768,648,406272,217572,158780,39.082191241335856,26.91989474826389,79.69562287441744,165,174,179,768,648,491.1839589368938,440.91440987529916,178736,30.30327690972222,0,178736,4.280564594708878,25,data/processed/clean/p026_clean.png,p026__partial_transparency__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__moderate_effect_mask.png,p026__partial_transparency__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,728397b82047a94a68e9d988cecedbbd473ec589c1d318be0284eb161867ce04,9fee4de5dee48cce3bc015a9143cdcb2905360d7da8d44125255f3c40f26f2aa,34408,752562,synthetic_degradation,1.0.0,2026-07-23T20:46:16.425729+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__partial_transparency__severe,p026,2,partial_transparency,severe,3,False,partial_transparency,1,20260707,3106557985,1591361264,[1716750140],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 1819830324, ""seed"": 1716750140, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.4}]",768,768,0,119,768,648,406272,312525,255159,62.804968100189036,43.26019287109375,120.16629630936005,199,0,119,734,542,362.43673160656687,322.0325326561086,288123,48.84897867838542,0,288123,10.506538676905848,52,data/processed/clean/p026_clean.png,p026__partial_transparency__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__severe_effect_mask.png,p026__partial_transparency__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,aac193c7c2696caf339b21f2442638509782f78e2251dac3110c0d5ac828f9b7,61b2cb2920547e2ca4e4b3fbde7dae36f723af61c2245b8322979c92db1460c9,35148,727903,synthetic_degradation,1.0.0,2026-07-23T20:46:16.856914+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__water_stain__mild,p026,2,water_stain,mild,1,False,water_stain,1,20260707,770988725,3645207784,[2015795428],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 3542434089, ""ring_strength"": 0.18, ""seed"": 2015795428, ""stain_colour_rgb"": [142, 104, 58], ""stain_opacity"": 0.18}]",768,768,0,119,768,648,406272,53164,48786,12.008211247637051,8.271280924479166,99.49788873857254,131,309,397,659,574,483.5,485.0,53036,8.991834852430555,0,53036,2.567934441852883,14,data/processed/clean/p026_clean.png,p026__water_stain__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__water_stain__mild_effect_mask.png,p026__water_stain__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__water_stain__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,90839f28c7af5135404487bc244fb4c0d81d99b8d79347c4cc887d7031692a37,96935fed26500d539b5508aaeb80757c1e31b2608fc104a0579b56f35dfdd62f,9283,756361,synthetic_degradation,1.0.0,2026-07-23T20:46:10.891111+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__water_stain__moderate,p026,2,water_stain,moderate,2,False,water_stain,1,20260707,1231722172,2550416387,[792359822],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 1432675885, ""ring_strength"": 0.28, ""seed"": 792359822, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}]",768,768,0,119,768,648,406272,76272,66984,16.487476370510397,11.356608072916666,90.27242326525737,124,147,367,505,604,329.1932849635734,479.1623223456348,73750,12.503729926215279,0,73750,2.5353865114327667,14,data/processed/clean/p026_clean.png,p026__water_stain__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__water_stain__moderate_effect_mask.png,p026__water_stain__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__water_stain__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,aaf2d2f5a72a410a6cc4cc386b7312e8aed3de2c8e3f0d83104cfd62d1b29a21,7357c97ae144f0417066673d915328d2f2d8ac024ded0088d7969605cb0e0c96,13101,753536,synthetic_degradation,1.0.0,2026-07-23T20:46:11.354727+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__water_stain__severe,p026,2,water_stain,severe,3,False,water_stain,1,20260707,4086197057,1998378342,[334911185],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 2639692113, ""ring_strength"": 0.38, ""seed"": 334911185, ""stain_colour_rgb"": [116, 72, 34], ""stain_opacity"": 0.4}]",768,768,0,119,768,648,406272,112199,94851,23.346674149338373,16.08123779296875,82.70357718948667,126,30,208,636,418,320.00933042350636,308.34925303897694,106466,18.05046929253472,0,106466,5.769180949325158,28,data/processed/clean/p026_clean.png,p026__water_stain__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p026__water_stain__severe_effect_mask.png,p026__water_stain__severe_degraded.png,data/processed/degraded/synthetic_degradation/p026__water_stain__severe_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,e557ba8c0373d7846a4413e523831e292388c112d84cfddf3a4027751abf5058,952fbe98af9ec8a48617041fa4b5ca8ccd56fd4cf8749476a2ec45c279bf850e,15786,750367,synthetic_degradation,1.0.0,2026-07-23T20:46:11.810497+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__blur_fading__moderate,p026,2,blur_fading,moderate,2,True,blur|fading,2,20260707,2626565638,3890942848,"[1581218594, 2911155596]","[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 250122140, ""seed"": 1581218594}, {""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2297265650, ""saturation_factor"": 0.62, ""seed"": 2911155596}]",768,768,0,119,768,648,406272,202513,153932,37.88890201638311,26.09795464409722,117.14611646701141,248,246,119,768,648,524.6353454772237,362.7657926876803,160289,27.175733778211807,0,160289,2.8341555027743075,61,data/processed/clean/p026_clean.png,p026__blur_fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__blur_fading__moderate_effect_mask.png,p026__blur_fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__blur_fading__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,13c9b90a9f70757d69862da8ab7cc60cee9a239b55de5ffbe5a336cc5f0b89d8,322416b18984c4f7390506c8aed9b56a129d3e88d9a42aac1b6accaecf0474f3,32814,730417,synthetic_degradation,1.0.0,2026-07-23T20:46:18.487574+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__fading_discolouration__moderate,p026,2,fading_discolouration,moderate,2,True,fading|discolouration,2,20260707,2712342521,3701238820,"[1213723652, 375469409]","[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2889903851, ""saturation_factor"": 0.62, ""seed"": 1213723652}, {""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 3693737279, ""seed"": 375469409}]",768,768,0,119,768,648,406272,262601,207621,51.103940217391305,35.20050048828125,125.32302127434123,219,32,167,768,551,413.42608406664067,359.74329668000826,219342,37.18770345052083,0,219342,5.369808188087631,34,data/processed/clean/p026_clean.png,p026__fading_discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__fading_discolouration__moderate_effect_mask.png,p026__fading_discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__fading_discolouration__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,fd4de7475c796120731b2b380f069407cff383e8cbadda8929c545ff1e97eea1,e3f2bdd4c11da3034a1f0504821bbfbdff1a750e9bd82071a8a41193cc90aedf,34437,750528,synthetic_degradation,1.0.0,2026-07-23T20:46:17.390663+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p026__water_stain_dirt__moderate,p026,2,water_stain_dirt,moderate,2,True,water_stain|dirt_dust,2,20260707,1684865678,4273833078,"[986097799, 2063194127]","[{""degradation_type"": ""water_stain"", ""operator_seed"": 3070716721, ""ring_strength"": 0.28, ""seed"": 986097799, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}, {""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 3804011685, ""particle_count_estimate"": 26226, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 2063194127}]",768,768,0,119,768,648,406272,71499,60581,14.911438642091998,10.27103000217014,91.02821016490319,135,111,243,569,471,364.53808950000825,341.90904739109624,69983,11.865064832899305,0,69983,4.183298600912833,25,data/processed/clean/p026_clean.png,p026__water_stain_dirt__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p026__water_stain_dirt__moderate_effect_mask.png,p026__water_stain_dirt__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p026__water_stain_dirt__moderate_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,0b29affe2c1bc21905efe2e9ca54e55bd6287ab17a44f61f5af50b69c11c9d3f,7a5ac4c9f6b8251bbd7dd83d38dbcee7d6f4b87d7715eaf9b46d6359bfe50cae,14167,753853,synthetic_degradation,1.0.0,2026-07-23T20:46:17.930706+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
p039__blur__mild,p039,3,blur,mild,1,False,blur,1,20260707,3180499665,619238683,[3837094243],"[{""blur_radius"": 1.5, ""degradation_type"": ""blur"", ""effect_opacity"": 0.55, ""operator_seed"": 2034451870, ""seed"": 3837094243}]",768,768,0,102,768,666,433152,109828,80371,18.554918365839242,13.626268174913195,112.74687387241667,246,81,245,485,595,280.9958940413831,420.17505070236774,58167,9.86175537109375,0,58167,0.9502160954704932,34,data/processed/clean/p039_clean.png,p039__blur__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__blur__mild_effect_mask.png,p039__blur__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__blur__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,63b8b3f190edbaebb29254643bbb9ddd457b0dcb46814e9c5a4c5b2926cc7d98,3703a1cd364b99d330a1ce9eef02bba8fe2d6b448c500ef2d5b2634a123fea77,21665,708712,synthetic_degradation,1.0.0,2026-07-23T20:46:19.035071+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__blur__moderate,p039,3,blur,moderate,2,False,blur,1,20260707,2409745371,1861694192,[4085668408],"[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 3393830530, ""seed"": 4085668408}]",768,768,0,102,768,666,433152,248458,206291,47.62554484338062,34.975009494357636,130.23415466501206,219,0,102,600,666,304.3131547183348,370.90125599274813,185974,31.53042263454861,0,185974,2.6780019158167576,71,data/processed/clean/p039_clean.png,p039__blur__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__blur__moderate_effect_mask.png,p039__blur__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__blur__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,a375ebbafcb07464a46c82451c894068639ae93332c0bef68fc7c744b14fe017,c84ae1bf703bc318615efe909d79bf2c0bc07e6de77b08c7a9a1d960c844b325,41321,674999,synthetic_degradation,1.0.0,2026-07-23T20:46:19.599317+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
