case_id,painting_id,mask_id,mask_type,model_count,opencv_telea_clean_path,opencv_telea_damaged_path,opencv_telea_restored_path,opencv_telea_mask_path,lama_clean_path,lama_damaged_path,lama_restored_path,lama_mask_path,stable_diffusion_inpainting_clean_path,stable_diffusion_inpainting_damaged_path,stable_diffusion_inpainting_restored_path,stable_diffusion_inpainting_mask_path
p023_loss_large,p023,p023_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_large_damaged.png,data/processed/restored/lama/p023_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p023_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_large_mask.png
p023_loss_small,p023,p023_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_small_damaged.png,data/processed/restored/lama/p023_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p023_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_loss_small_mask.png
p023_mixed_damage,p023,p023_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_mixed_damage_damaged.png,data/processed/restored/lama/p023_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p023_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_mixed_damage_mask.png
p023_scratch_thin,p023,p023_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_scratch_thin_damaged.png,data/processed/restored/lama/p023_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p023_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_scratch_thin_mask.png
p023_zero_control,p023,p023_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_zero_control_damaged.png,data/processed/restored/lama/p023_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p023_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_zero_control_mask.png
p024_loss_large,p024,p024_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_large_damaged.png,data/processed/restored/lama/p024_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_large_mask.png
p024_loss_small,p024,p024_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_small_damaged.png,data/processed/restored/lama/p024_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_loss_small_mask.png
p024_mixed_damage,p024,p024_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_mixed_damage_damaged.png,data/processed/restored/lama/p024_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_mixed_damage_mask.png
p024_scratch_thin,p024,p024_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,data/processed/restored/lama/p024_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_scratch_thin_mask.png
p024_zero_control,p024,p024_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p024_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_zero_control_damaged.png,data/processed/restored/lama/p024_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p024_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p024_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p024_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p024_zero_control_mask.png
p025_loss_large,p025,p025_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p025_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_large_damaged.png,data/processed/restored/lama/p025_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p025_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_large_mask.png
p025_loss_small,p025,p025_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p025_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_small_damaged.png,data/processed/restored/lama/p025_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p025_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_loss_small_mask.png
p025_mixed_damage,p025,p025_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p025_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_mixed_damage_damaged.png,data/processed/restored/lama/p025_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p025_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_mixed_damage_mask.png
p025_scratch_thin,p025,p025_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p025_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_scratch_thin_damaged.png,data/processed/restored/lama/p025_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p025_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_scratch_thin_mask.png
p025_zero_control,p025,p025_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p025_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_zero_control_damaged.png,data/processed/restored/lama/p025_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p025_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p025_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p025_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p025_zero_control_mask.png
p026_loss_large,p026,p026_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_large_damaged.png,data/processed/restored/lama/p026_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p026_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_large_mask.png
p026_loss_small,p026,p026_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_small_damaged.png,data/processed/restored/lama/p026_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p026_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_loss_small_mask.png
p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_mixed_damage_damaged.png,data/processed/restored/lama/p026_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p026_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_mixed_damage_mask.png
p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_scratch_thin_damaged.png,data/processed/restored/lama/p026_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p026_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_scratch_thin_mask.png
p026_zero_control,p026,p026_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p026_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_zero_control_damaged.png,data/processed/restored/lama/p026_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p026_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p026_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p026_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p026_zero_control_mask.png
p027_loss_large,p027,p027_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p027_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_large_damaged.png,data/processed/restored/lama/p027_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p027_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_large_mask.png
p027_loss_small,p027,p027_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p027_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_small_damaged.png,data/processed/restored/lama/p027_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p027_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_loss_small_mask.png
p027_mixed_damage,p027,p027_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p027_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_mixed_damage_damaged.png,data/processed/restored/lama/p027_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p027_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_mixed_damage_mask.png
p027_scratch_thin,p027,p027_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p027_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_scratch_thin_damaged.png,data/processed/restored/lama/p027_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p027_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p027_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p027_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p027_scratch_thin_mask.png
