painting_id,category,title,artist,date,style_or_period,medium,source,source_url,license,filename,original_width,original_height,selection_reason,visual_complexity_note,status,notes
p158,landscape_natural,"Boathouse, Winter, Harlem River",Ernest Lawson,c. 1916,1901 to 1925,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/195433,CC0 / Open Access,p158.jpg,1600,1275,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 195433; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p159,landscape_natural,Spring Woods,Henry Ward Ranger,c. 1910,1901 to 1925,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/46677,CC0 / Open Access,p159.jpg,1600,1239,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 46677; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p160,landscape_natural,After the Rain,Théodore Rousseau,c. 1850,1826 to 1850,oil on canvas,National Gallery of Art,https://customprints.nga.gov/detail/479389/rousseau-after-the-rain-c.-1850?lid=124135,CC0 / Open Access,p160.jpg,1600,870,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 195088; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p161,landscape_natural,"Northern Landscape, Spring",Caspar David Friedrich,c. 1825,1801 to 1825,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/130555,CC0 / Open Access,p161.jpg,1600,1152,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 130555; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p162,landscape_natural,A View of the Mountain Pass Called the Notch of the White Mountains (Crawford Notch),Thomas Cole,1839,1826 to 1850,oil on canvas,National Gallery of Art,https://customprints.nga.gov/detail/461230/cole-a-view-of-the-mountain-pass-called-the-notch-of-the-white-mountains-crawford-notch-1839?lid=124135,CC0 / Open Access,p162.jpg,1600,1042,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","mountain; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 50727; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p163,landscape_natural,Dance under the Trees at the Edge of the Lake,Jean-Baptiste-Camille Corot,1865/1870,1851 to 1875,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/176397,CC0 / Open Access,p163.jpg,1600,1098,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 176397; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p164,landscape_natural,Sunset in the Woods,George Inness,1891,1876 to 1900,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/166496,CC0 / Open Access,p164.jpg,1600,1068,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 166496; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p165,landscape_natural,After the Storm,Willem van de Velde the Younger and Studio,c. 1700,1651 to 1700,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/195505,CC0 / Open Access,p165.jpg,1600,940,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 195505; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p166,landscape_natural,"Dahlias, Garden at Petit Gennevilliers",Gustave Caillebotte,1893,1876 to 1900,oil on canvas,National Gallery of Art,https://customprints.nga.gov/detail/464673/caillebotte-dahlias-garden-at-petit-gennevilliers-1893?lid=124135,CC0 / Open Access,p166.jpg,1146,1600,User-priority selection retained for distinctive natural structure and restoration-test value.,"rural; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 110067; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p167,landscape_natural,American Landscape,Elizabeth Gilbert Jerome,1872,1851 to 1875,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/230998,CC0 / Open Access,p167.jpg,1600,954,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 230998; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p168,landscape_natural,Mountain Landscape with Bridge,Thomas Gainsborough,c. 1783/1784,1776 to 1800,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/114,CC0 / Open Access,p168.jpg,1600,1348,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","mountain; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 114; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p169,landscape_natural,A Fleet at Sea,Hendrick Cornelisz Vroom,1614,1601 to 1650,oil on canvas,National Gallery of Art,https://customprints.nga.gov/detail/511349/vroom-a-fleet-at-sea-1614?lid=124135,CC0 / Open Access,p169.jpg,1600,925,User-priority selection retained for distinctive natural structure and restoration-test value.,"coast; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 157388; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p170,landscape_natural,Imaginary River Landscape,Herman Saftleven,1670,1651 to 1700,oil on panel,National Gallery of Art,https://customprints.nga.gov/detail/511344/saftleven-imaginary-river-landscape-1670?lid=124135,CC0 / Open Access,p170.jpg,1600,1167,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 208068; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p171,landscape_natural,Wooded Landscape with Travelers,Adam Pynacker,late 1640s,1601 to 1650,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/57102,CC0 / Open Access,p171.jpg,1374,1600,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 57102; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p172,landscape_natural,An Indian Encampment at Sunset,George Catlin,1861/1869,1851 to 1875,oil on card mounted on paperboard,National Gallery of Art,https://www.nga.gov/artworks/50497,CC0 / Open Access,p172.jpg,1600,1245,User-priority selection retained for distinctive natural structure and restoration-test value.,"seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 50497; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p173,landscape_natural,An Italianate Evening Landscape,Jan Both,c. 1650,1601 to 1650,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/117150,CC0 / Open Access,p173.jpg,1600,1277,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 117150; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p174,landscape_natural,"Lake Albano, Sunset",George Inness,c. 1874,1851 to 1875,oil on canvas,National Gallery of Art,https://www.nga.gov/artworks/46426,CC0 / Open Access,p174.jpg,1600,1072,User-priority selection retained for distinctive natural structure and restoration-test value.,"water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 46426; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p175,landscape_natural,Low Waterfall in a Wooded Landscape with a Dead Beech Tree,Jacob van Ruisdael,c. 1660–70,17th-century painting (Netherlands),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1967.63,CC0,p175.jpg,1184,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1967.63; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p176,landscape_natural,"Rocky, Wooded Landscape with a Dell and Weir",Thomas Gainsborough,c. 1782–1783,"18th-century painting (England, 18th century)",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1984.59,CC0,p176.jpg,1166,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1984.59; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p177,landscape_natural,Travelers in Hilly Countryside,Aelbert Cuyp,c. 1650,17th-century painting (Netherlands),oil on wood,Cleveland Museum of Art,https://clevelandart.org/art/1942.637,CC0,p177.jpg,1263,816,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","rural; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1942.637; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p178,landscape_natural,"View of Schroon Mountain, Essex County, New York, After a Storm",Thomas Cole,1838,Romantic-era / early 19th-century painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1917.1335,CC0,p178.jpg,1263,775,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","mountain; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1917.1335; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p179,landscape_natural,The Large Plane Trees (Road Menders at Saint-Rémy),Vincent van Gogh,1889,19th-century landscape painting (Netherlands),oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1947.209,CC0,p179.jpg,900,718,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1947.209; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p180,landscape_natural,"Point Judith, Rhode Island",Martin Johnson Heade,1867–68,19th-century landscape painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1970.161,CC0,p180.jpg,1263,702,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","coast; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1970.161; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p181,landscape_natural,In the Forest,Célestin François Nanteuil,1841,"Romantic-era / early 19th-century painting (France, 19th century)",oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1977.125,CC0,p181.jpg,1196,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1977.125; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p182,landscape_natural,Wooded Landscape with Travelers,Jan Brueghel the Elder,1610,1601 to 1650,oil on panel,National Gallery of Art,https://customprints.nga.gov/detail/511195/brueghel-the-elder-wooded-landscape-with-travelers-1610?lid=124135,CC0 / Open Access,p182.jpg,1600,1010,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,National Gallery of Art object 222552; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p183,landscape_natural,Storm in the Mountains,Frederic Edwin Church,1847,Romantic-era / early 19th-century painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1969.52,CC0,p183.jpg,742,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","mountain; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1969.52; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p184,landscape_natural,"Branch Hill Pond, Hampstead",John Constable,1828,"Romantic-era / early 19th-century painting (England, 19th century)",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1972.48,CC0,p184.jpg,1155,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1972.48; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p185,landscape_natural,"Edge of the Woods Near L'Hermitage, Pontoise",Camille Pissarro,1879,"19th-century landscape painting (France, 19th century)",oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1951.356,CC0,p185.jpg,900,690,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1951.356; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p186,landscape_natural,Maine Coast,Rockwell Kent,1907,Early modern landscape painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1922.1132,CC0,p186.jpg,900,689,User-priority selection retained for distinctive natural structure and restoration-test value.,"coast; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1922.1132; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p187,landscape_natural,A Cottage in the Woods,Meindert Hobbema,c. 1662,17th-century painting (Netherlands),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1942.641,CC0,p187.jpg,1179,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1942.641; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p188,landscape_natural,"The Cliffs at Beg-ar-Fry, Saint-Jean-du-Doigt",Maxime Maufra,1895,"19th-century landscape painting (France, 19th century)",oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1966.382,CC0,p188.jpg,1099,893,User-priority selection retained for distinctive natural structure and restoration-test value.,"coast; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1966.382; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p189,landscape_natural,Pond at Ville-d'Avray,Jean Baptiste Camille Corot,late 1860s,Historical landscape painting,oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1944.80,CC0,p189.jpg,1263,745,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1944.80; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p190,landscape_natural,"Cader Idris, with the Mawddach River",Richard Wilson,c. 1774,"18th-century painting (England, 18th century)",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1989.52,CC0,p190.jpg,1047,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1989.52; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p191,landscape_natural,Sunny Autumn Day,George Inness,1892,19th-century landscape painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1956.578,CC0,p191.jpg,1179,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1956.578; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p192,landscape_natural,A Winter Sky,George Inness,1866,19th-century landscape painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1927.388,CC0,p192.jpg,1226,893,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1927.388; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p193,landscape_natural,Breton Landscape,Jan Verkade,1891–92,19th-century landscape painting (Netherlands),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/2020.117,CC0,p193.jpg,743,900,User-priority selection retained for distinctive natural structure and restoration-test value.,"general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 2020.117; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p194,landscape_natural,"Feige Waterfall (Feigefossen), Lysterfjord, Norway",Johan Christian Clausen Dahl,1848,Romantic-era / early 19th-century painting (Norway),Oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/2019.76,CC0,p194.jpg,900,652,User-priority selection retained for distinctive natural structure and restoration-test value.,"water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 2019.76; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p195,landscape_natural,Landscape,Sōami,early 1500s,Historical landscape painting,hanging scroll; ink on paper,Cleveland Museum of Art,https://clevelandart.org/art/1963.262,CC0,p195.jpg,764,893,User-priority selection retained for distinctive natural structure and restoration-test value.,"general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1963.262; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p196,landscape_natural,An October Day in the White Mountains,John Frederick Kensett,1854,19th-century landscape painting (America),oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1967.5,CC0,p196.jpg,1263,818,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","mountain; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1967.5; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p197,landscape_natural,View of a Lake,Thomas Doughty,c. 1830s,Historical landscape painting,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1963.574,CC0,p197.jpg,1263,865,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","water; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Cleveland Museum of Art object 1963.574; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p198,landscape_natural,A Forest at Dawn with a Deer Hunt,Peter Paul Rubens,ca. 1635,17th-century painting,Oil on wood,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437526,CC0,p198.jpg,4000,2759,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","forest; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Metropolitan Museum of Art object 437526; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p199,landscape_natural,Heroic Landscape with Rainbow,Joseph Anton Koch,1824,Romantic-era / early 19th-century painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/439844,CC0,p199.jpg,3425,3851,User-priority selection retained for distinctive natural structure and restoration-test value.,"seasonal_atmospheric; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Metropolitan Museum of Art object 439844; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p200,landscape_natural,A Brazilian Landscape,Frans Post,1650,17th-century painting,Oil on wood,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437323,CC0,p200.jpg,3811,2513,"Selected for natural-scene prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated artists and near-identical motifs.","general_landscape; includes natural contours, tonal gradients, texture, foliage, water, sky, or atmospheric depth that can expose reconstruction and boundary failures.",selected,Metropolitan Museum of Art object 437323; broad style/period uses source metadata where available and otherwise a date-based analytical grouping.
p201,high_texture_brushwork,Fishmarket,Camille Pissarro,1902,Impressionism,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/2020.113,CC0,p201.jpg,3400,2725,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with dense local marks, tonal variation, and materially varied surfaces; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 2020.113; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p202,high_texture_brushwork,The Lock at Pontoise,Camille Pissarro,1872,Impressionism,oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1990.7,CC0,p202.jpg,3400,2159,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with dense local marks, tonal variation, and materially varied surfaces; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1990.7; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p203,high_texture_brushwork,Villerville Seen from Le Ratier,Charles François Daubigny,1855,Mid-19th-century painting,oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1951.323,CC0,p203.jpg,3400,1582,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with dense local marks, tonal variation, and materially varied surfaces; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1951.323; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p204,high_texture_brushwork,Sweeping Snow,Childe Hassam,1890s,American Impressionism,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1938.42,CC0,p204.jpg,2640,3400,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with foliage, water, sky, and atmospheric transitions; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1938.42; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p205,high_texture_brushwork,Gardener's House at Antibes,Claude Monet,1888,Impressionism,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1916.1044,CC0,p205.jpg,3400,2418,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with foliage, water, sky, and atmospheric transitions; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1916.1044; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p206,high_texture_brushwork,"Low Tide at Pourville, near Dieppe, 1882",Claude Monet,1882,Impressionism,oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1947.196,CC0,p206.jpg,3400,2508,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with dense local marks, tonal variation, and materially varied surfaces; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1947.196; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p207,high_texture_brushwork,Spring Flowers,Claude Monet,1864,Impressionism,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1953.155,CC0,p207.jpg,2589,3400,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with layered petals, vessels, and still-life surfaces; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1953.155; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
p208,high_texture_brushwork,Water Lilies (Agapanthus),Claude Monet,c. 1915–26,Impressionism,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1960.81,CC0,p208.jpg,3400,1581,"Selected as non-portrait high-texture evidence: visible brushwork, surface variation, colour structure, and restoration-test value dominate over individual sitter identity.","High-texture candidate with foliage, water, sky, and atmospheric transitions; useful for testing whether restoration preserves local brushwork, direction, colour variation, and boundary continuity.",selected,"Cleveland Museum of Art object 1960.81; style/period uses source metadata where available and otherwise a date- or artist-based analytical grouping. Final category balancing excludes dedicated portraits while retaining landscapes, still lifes, interiors, genre scenes, and multi-figure narratives with strong surface evidence."
